,mechanism,type,rate,nrow,ncol,total_memory_MB
6833,EAR,MissingValueNumeric,0.25,100,4,0.030094000000000003
6834,ECAR,AddDelta,0.75,100,6,0.011797
6835,EAR,MissingValueNumeric,0.25,100000,10,41.078
6836,ECAR,AddDelta,0.9,1000000,10,198.209
6837,EAR,MissingValueNumeric,0.25,100,6,0.035
6838,ECAR,MissingValueNumeric,0.25,10000,8,1.364
6839,ECAR,AddDelta,0.75,1000000,2,121.963
6840,EAR,MissingValueNumeric,0.75,1000000,10,547.872
6841,ENAR,AddDelta,0.1,100,4,0.017710999999999998
6842,EAR,AddDelta,0.9,1000,6,0.468492
6843,ECAR,MissingValueNumeric,0.5,1000000,6,127.446
6844,ENAR,MissingValueNumeric,0.5,100000,4,20.911
6845,EAR,AddDelta,0.25,100,6,0.037094
6846,EAR,MissingValueNumeric,0.9,10000,10,5.702
6847,ENAR,MissingValueNumeric,0.9,1000,8,0.312633
6848,EAR,MissingValueNumeric,0.9,100000,2,33.466
6849,ENAR,MissingValueNumeric,0.25,10000,4,1.908
6850,ENAR,MissingValueNumeric,0.75,1000,8,0.293883
6851,ENAR,MissingValueNumeric,0.9,1000,8,0.312633
6852,ECAR,MissingValueNumeric,0.1,1000000,2,73.086
6853,EAR,MissingValueNumeric,0.25,10000,2,2.214
6854,ENAR,AddDelta,0.9,100,2,0.017477
6855,EAR,AddDelta,0.75,1000000,8,504.959
6856,ECAR,AddDelta,0.9,100000,10,20.111
6857,EAR,AddDelta,0.5,10000,8,4.44
6858,ECAR,AddDelta,0.1,100000,2,9.049
6859,ENAR,AddDelta,0.1,1000,6,0.20083600000000001
6860,EAR,MissingValueNumeric,0.25,10000,4,2.729
6861,EAR,AddDelta,0.9,100000,4,41.23
6862,ECAR,AddDelta,0.25,100000,10,16.701
6863,EAR,MissingValueNumeric,0.25,10000,10,4.274
6864,ECAR,AddDelta,0.75,1000000,8,173.461
6865,EAR,MissingValueNumeric,0.5,1000,2,0.265961
6866,ENAR,AddDelta,0.75,1000000,8,305.553
6867,EAR,MissingValueNumeric,0.9,10000,10,5.702
6868,ECAR,AddDelta,0.1,10000,2,0.9222809999999999
6869,EAR,AddDelta,0.1,100000,10,39.71
6870,ECAR,AddDelta,0.5,10000,2,1.194
6871,ECAR,AddDelta,0.9,100,10,0.014922000000000001
6872,ECAR,AddDelta,0.1,1000,2,0.086422
6873,ENAR,AddDelta,0.1,100,10,0.022711
6874,EAR,AddDelta,0.9,1000000,10,601.269
6875,ECAR,AddDelta,0.1,10000,6,1.243
6876,ECAR,MissingValueNumeric,0.25,100000,2,8.213
6877,ENAR,AddDelta,0.75,1000000,8,305.553
6878,ECAR,AddDelta,0.1,1000,10,0.156719
6879,ENAR,AddDelta,0.9,1000,4,0.294195
6880,ECAR,MissingValueNumeric,0.9,100000,6,15.055
6881,ECAR,AddDelta,0.75,1000,4,0.152031
6882,EAR,AddDelta,0.5,1000000,4,333.509
6883,ENAR,MissingValueNumeric,0.5,1000000,10,269.849
6884,ECAR,MissingValueNumeric,0.5,10000,10,1.717
6885,ENAR,MissingValueNumeric,0.75,10000,6,2.771
6886,ENAR,AddDelta,0.9,100,4,0.019039
6887,EAR,MissingValueNumeric,0.9,10000,10,5.702
6888,ECAR,MissingValueNumeric,0.1,1000000,6,107.419
6889,ECAR,MissingValueNumeric,0.1,100,6,0.010702999999999999
6890,ECAR,MissingValueNumeric,0.5,100000,8,14.674
6891,ECAR,AddDelta,0.25,10000,8,1.528
6892,ECAR,MissingValueNumeric,0.5,100,4,0.008141
6893,EAR,MissingValueNumeric,0.75,10000,4,3.613
6894,ECAR,AddDelta,0.25,10000,2,1.012
6895,ECAR,AddDelta,0.9,100,2,0.009688
6896,ECAR,AddDelta,0.5,100000,6,14.579
6897,EAR,AddDelta,0.1,100,10,0.044586
6898,EAR,AddDelta,0.1,100000,4,24.947
6899,ENAR,MissingValueNumeric,0.5,100,6,0.018492
6900,ENAR,MissingValueNumeric,0.5,1000000,8,252.683
6901,ECAR,AddDelta,0.5,1000000,2,109.327
6902,EAR,MissingValueNumeric,0.1,1000000,2,185.054
6903,ENAR,AddDelta,0.25,1000,4,0.212945
6904,ENAR,AddDelta,0.9,1000,8,0.329352
6905,ECAR,MissingValueNumeric,0.75,1000,4,0.135281
6906,EAR,MissingValueNumeric,0.25,1000,2,0.228852
6907,ENAR,AddDelta,0.25,100,6,0.019391
6908,EAR,MissingValueNumeric,0.1,1000000,4,234.263
6909,ECAR,MissingValueNumeric,0.75,1000000,10,174.414
6910,ECAR,MissingValueNumeric,0.75,1000000,10,174.414
6911,EAR,MissingValueNumeric,0.1,100000,8,33.167
6912,ENAR,AddDelta,0.9,10000,2,2.782
6913,EAR,MissingValueNumeric,0.75,1000000,6,429.616
6914,ENAR,AddDelta,0.1,1000,4,0.183258
6915,ENAR,AddDelta,0.25,1000000,4,201.099
6916,ECAR,MissingValueNumeric,0.25,100,10,0.012827999999999999
6917,ECAR,AddDelta,0.9,1000000,4,146.711
6918,ENAR,MissingValueNumeric,0.75,1000,2,0.241148
6919,EAR,AddDelta,0.75,1000000,2,327.574
6920,ECAR,MissingValueNumeric,0.25,10000,10,1.536
6921,ENAR,MissingValueNumeric,0.25,1000000,6,201.052
6922,EAR,AddDelta,0.25,1000000,8,384.505
6923,EAR,MissingValueNumeric,0.1,1000000,6,283.472
6924,EAR,MissingValueNumeric,0.25,10000,6,3.244
6925,ECAR,MissingValueNumeric,0.1,1000,6,0.10484399999999999
6926,EAR,AddDelta,0.1,1000000,10,398.105
6927,ENAR,AddDelta,0.5,100,4,0.018414
6928,EAR,MissingValueNumeric,0.9,1000000,6,464.222
6929,ENAR,AddDelta,0.1,100000,8,21.351
6930,ECAR,MissingValueNumeric,0.5,10000,10,1.718
6931,ECAR,MissingValueNumeric,0.5,1000000,6,127.445
6932,EAR,MissingValueNumeric,0.5,1000,10,0.492711
6933,ENAR,AddDelta,0.25,1000000,6,218.266
6934,EAR,AddDelta,0.1,100,10,0.044586
6935,ECAR,MissingValueNumeric,0.9,1000,4,0.152047
6936,ENAR,MissingValueNumeric,0.9,100000,10,31.677
6937,ENAR,MissingValueNumeric,0.9,100,10,0.022633
6938,ECAR,AddDelta,0.9,10000,2,1.491
6939,ENAR,MissingValueNumeric,0.5,100,8,0.020835999999999997
6940,ENAR,AddDelta,0.9,100000,8,31.582
6941,EAR,MissingValueNumeric,0.5,1000000,6,372.608
6942,ECAR,AddDelta,0.9,1000,4,0.16823400000000002
6943,ENAR,AddDelta,0.1,1000000,10,230.289
6944,EAR,AddDelta,0.5,100000,10,47.683
6945,EAR,AddDelta,0.75,1000000,8,504.958
6946,ECAR,MissingValueNumeric,0.5,100,10,0.012827999999999999
6947,EAR,MissingValueNumeric,0.5,10000,2,2.617
6948,ECAR,MissingValueNumeric,0.75,1000,8,0.17043799999999998
6949,ENAR,AddDelta,0.75,1000,2,0.257867
6950,EAR,AddDelta,0.75,100000,8,48.753
6951,ENAR,AddDelta,0.9,10000,4,2.953
6952,ECAR,MissingValueNumeric,0.9,100,10,0.013828
6953,ENAR,MissingValueNumeric,0.1,1000,8,0.20169499999999999
6954,EAR,AddDelta,0.25,1000,10,0.457695
6955,EAR,AddDelta,0.1,1000000,6,299.686
6956,ENAR,AddDelta,0.1,10000,8,2.191
6957,EAR,MissingValueNumeric,0.25,100000,6,30.778
6958,ECAR,AddDelta,0.9,1000,10,0.220938
6959,ECAR,AddDelta,0.25,1000000,10,165.832
6960,ECAR,AddDelta,0.5,1000,4,0.138891
6961,ECAR,AddDelta,0.75,1000000,2,121.964
6962,ENAR,AddDelta,0.25,100000,2,17.932
6963,ECAR,AddDelta,0.1,1000,6,0.121562
6964,EAR,AddDelta,0.1,1000000,8,348.895
6965,ECAR,MissingValueNumeric,0.25,1000000,2,80.954
6966,EAR,MissingValueNumeric,0.5,1000,8,0.43602300000000005
6967,EAR,MissingValueNumeric,0.9,1000000,4,402.804
6968,ECAR,AddDelta,0.5,10000,8,1.709
6969,EAR,MissingValueNumeric,0.1,10000,6,2.941
6970,ENAR,MissingValueNumeric,0.25,100,4,0.017297
6971,ENAR,AddDelta,0.25,100,8,0.021734000000000003
6972,ENAR,AddDelta,0.1,1000000,2,161.625
6973,EAR,MissingValueNumeric,0.75,1000,10,0.5464450000000001
6974,EAR,AddDelta,0.25,1000,2,0.24556999999999998
6975,EAR,AddDelta,0.5,1000,6,0.396055
6976,ENAR,AddDelta,0.9,1000,8,0.329352
6977,ECAR,MissingValueNumeric,0.75,100000,2,10.835
6978,ENAR,MissingValueNumeric,0.75,1000,6,0.276305
6979,EAR,MissingValueNumeric,0.75,10000,4,3.612
6980,ECAR,AddDelta,0.5,100000,10,18.012
6981,ECAR,MissingValueNumeric,0.75,100,6,0.010702999999999999
6982,EAR,AddDelta,0.75,10000,6,4.366
6983,ECAR,AddDelta,0.9,100,2,0.008688000000000001
6984,ENAR,MissingValueNumeric,0.5,1000000,10,269.849
6985,ECAR,AddDelta,0.25,100000,4,11.551
6986,ECAR,AddDelta,0.25,100,4,0.009266
6987,ECAR,MissingValueNumeric,0.25,1000000,4,98.12
6988,ECAR,AddDelta,0.1,10000,6,1.244
6989,ECAR,AddDelta,0.1,1000,6,0.121562
6990,EAR,AddDelta,0.1,1000,2,0.212367
6991,EAR,AddDelta,0.1,10000,2,2.12
6992,ENAR,AddDelta,0.9,1000,10,0.34693
6993,EAR,MissingValueNumeric,0.75,100000,6,41.218
6994,ECAR,MissingValueNumeric,0.9,1000,6,0.17006200000000002
6995,ENAR,AddDelta,0.5,100000,4,22.534
6996,ENAR,AddDelta,0.1,100000,10,23.067
6997,EAR,MissingValueNumeric,0.25,100000,8,35.929
6998,ECAR,AddDelta,0.75,1000000,4,139.13
6999,ECAR,AddDelta,0.25,100,10,0.013922
7000,EAR,AddDelta,0.5,1000000,8,444.135
7001,ENAR,MissingValueNumeric,0.5,10000,4,2.255
7002,ENAR,MissingValueNumeric,0.25,10000,2,1.737
7003,ECAR,MissingValueNumeric,0.5,10000,6,1.374
7004,ECAR,AddDelta,0.1,1000,8,0.139141
7005,ECAR,MissingValueNumeric,0.75,10000,6,1.586
7006,ECAR,MissingValueNumeric,0.1,100,8,0.011266
7007,ENAR,MissingValueNumeric,0.9,100000,2,24.811
7008,ENAR,AddDelta,0.5,100,6,0.019586
7009,ECAR,AddDelta,0.5,10000,4,1.366
7010,EAR,MissingValueNumeric,0.75,1000000,6,429.616
7011,ENAR,MissingValueNumeric,0.5,1000,10,0.280211
7012,EAR,AddDelta,0.9,100,4,0.034914
7013,ENAR,MissingValueNumeric,0.1,100,10,0.021617
7014,ECAR,AddDelta,0.5,100000,6,14.579
7015,ENAR,AddDelta,0.9,1000,8,0.329352
7016,EAR,MissingValueNumeric,0.5,1000,2,0.265961
7017,ECAR,MissingValueNumeric,0.25,100,2,0.0065780000000000005
7018,EAR,AddDelta,0.75,1000000,4,386.702
7019,ENAR,AddDelta,0.75,100000,6,28.135
7020,EAR,AddDelta,0.75,1000000,8,504.958
7021,ENAR,AddDelta,0.1,100000,4,17.918
7022,EAR,MissingValueNumeric,0.75,1000000,10,547.873
7023,EAR,MissingValueNumeric,0.9,100,2,0.02868
7024,ENAR,MissingValueNumeric,0.9,100,4,0.017945
7025,EAR,MissingValueNumeric,0.5,1000,4,0.32264800000000005
7026,ENAR,MissingValueNumeric,0.25,1000,2,0.178648
7027,EAR,AddDelta,0.75,1000000,8,504.958
7028,EAR,MissingValueNumeric,0.25,10000,6,3.244
7029,ENAR,MissingValueNumeric,0.9,10000,8,3.135
7030,ECAR,AddDelta,0.25,10000,8,1.527
7031,ENAR,AddDelta,0.9,1000,8,0.329352
7032,EAR,MissingValueNumeric,0.25,100000,4,25.629
7033,ECAR,AddDelta,0.5,1000,8,0.173484
7034,ENAR,MissingValueNumeric,0.9,1000000,10,326.099
7035,ENAR,AddDelta,0.5,10000,2,2.246
7036,ENAR,AddDelta,0.75,100,6,0.020960999999999997
7037,ENAR,AddDelta,0.75,1000000,6,288.387
7038,ECAR,AddDelta,0.5,100,6,0.010797000000000001
7039,ENAR,MissingValueNumeric,0.5,100,8,0.020835999999999997
7040,ECAR,AddDelta,0.1,1000,8,0.139141
7041,EAR,MissingValueNumeric,0.75,100000,8,47.131
7042,ENAR,MissingValueNumeric,0.25,10000,10,2.423
7043,ENAR,AddDelta,0.1,100,6,0.019273
7044,EAR,AddDelta,0.1,10000,6,3.104
7045,ECAR,MissingValueNumeric,0.9,100,6,0.010702999999999999
7046,ENAR,AddDelta,0.25,100000,10,24.799
7047,EAR,AddDelta,0.75,100000,10,54.666
7048,ENAR,AddDelta,0.75,100,10,0.0235
7049,EAR,AddDelta,0.5,100,10,0.048492
7050,ENAR,MissingValueNumeric,0.5,1000,6,0.245055
7051,ECAR,AddDelta,0.75,100,8,0.013359
7052,ECAR,AddDelta,0.75,1000,4,0.152031
7053,EAR,AddDelta,0.25,10000,10,4.438
7054,ECAR,AddDelta,0.5,100000,8,16.296
7055,EAR,MissingValueNumeric,0.9,100,10,0.052242
7056,EAR,AddDelta,0.75,10000,10,5.549
7057,ECAR,MissingValueNumeric,0.75,1000000,8,157.248
7058,EAR,MissingValueNumeric,0.1,100,10,0.043491999999999996
7059,ENAR,MissingValueNumeric,0.25,100000,10,23.176
7060,ENAR,AddDelta,0.75,100000,4,26.419
7061,ENAR,AddDelta,0.25,10000,2,1.9
7062,ENAR,AddDelta,0.5,1000,6,0.26177300000000003
7063,ECAR,AddDelta,0.1,100000,6,12.481
7064,ENAR,AddDelta,0.5,10000,6,2.59
7065,ENAR,AddDelta,0.1,100000,6,19.634
7066,ECAR,MissingValueNumeric,0.9,10000,2,1.328
7067,ENAR,AddDelta,0.25,100,8,0.021734000000000003
7068,ENAR,AddDelta,0.1,10000,2,1.676
7069,ECAR,AddDelta,0.9,10000,2,1.491
7070,ENAR,MissingValueNumeric,0.5,1000000,10,269.85
7071,EAR,AddDelta,0.1,1000000,4,250.477
7072,ENAR,AddDelta,0.9,100000,8,31.582
7073,ECAR,MissingValueNumeric,0.9,1000000,2,113.331
7074,EAR,MissingValueNumeric,0.9,10000,10,5.702
7075,EAR,AddDelta,0.1,100000,6,29.868
7076,ECAR,MissingValueNumeric,0.1,100,2,0.0075780000000000005
7077,ENAR,AddDelta,0.75,10000,10,3.278
7078,EAR,MissingValueNumeric,0.5,1000000,6,372.608
7079,ENAR,MissingValueNumeric,0.1,100,10,0.021617
7080,EAR,AddDelta,0.9,1000000,4,419.018
7081,ECAR,AddDelta,0.25,1000,6,0.138766
7082,ENAR,AddDelta,0.1,1000,6,0.20083600000000001
7083,EAR,MissingValueNumeric,0.5,10000,10,4.83
7084,ECAR,MissingValueNumeric,0.1,100,4,0.008141
7085,ECAR,AddDelta,0.9,1000,6,0.185781
7086,ENAR,MissingValueNumeric,0.9,1000,8,0.312633
7087,ENAR,MissingValueNumeric,0.5,100,8,0.020835999999999997
7088,ECAR,AddDelta,0.9,100000,4,14.961
7089,ENAR,AddDelta,0.5,1000000,6,252.731
7090,ECAR,AddDelta,0.25,100,2,0.00825
7091,ENAR,AddDelta,0.5,1000000,4,235.564
7092,ENAR,MissingValueNumeric,0.25,1000000,10,235.384
7093,EAR,MissingValueNumeric,0.25,1000,10,0.43997699999999995
7094,ENAR,MissingValueNumeric,0.9,100,6,0.019507999999999998
7095,EAR,MissingValueNumeric,0.9,1000,8,0.514148
7096,ENAR,AddDelta,0.9,1000000,10,343.313
7097,EAR,MissingValueNumeric,0.9,1000000,8,525.638
7098,ECAR,MissingValueNumeric,0.9,1000,6,0.16906200000000002
7099,EAR,MissingValueNumeric,0.75,1000,2,0.30307
7100,ENAR,MissingValueNumeric,0.9,100000,6,28.243
7101,ENAR,MissingValueNumeric,0.25,1000000,10,235.385
7102,EAR,AddDelta,0.25,100000,2,22.1
7103,ENAR,AddDelta,0.9,10000,4,2.953
7104,EAR,AddDelta,0.9,1000,6,0.46893
7105,ENAR,MissingValueNumeric,0.5,10000,8,2.597
7106,EAR,AddDelta,0.25,1000,6,0.351133
7107,EAR,MissingValueNumeric,0.1,1000,4,0.246086
7108,ENAR,AddDelta,0.1,1000000,8,213.122
7109,ECAR,MissingValueNumeric,0.75,100,6,0.010702999999999999
7110,ENAR,AddDelta,0.25,10000,6,2.243
7111,EAR,MissingValueNumeric,0.75,100,6,0.038922
7112,ECAR,MissingValueNumeric,0.9,100,10,0.014828
7113,EAR,AddDelta,0.25,1000000,4,281.508
7114,ECAR,MissingValueNumeric,0.75,100,4,0.009141
7115,ECAR,MissingValueNumeric,0.1,1000000,8,124.584
7116,ENAR,AddDelta,0.75,100000,2,25.702
7117,EAR,AddDelta,0.9,1000000,2,357.601
7118,ENAR,AddDelta,0.9,1000000,6,308.981
7119,EAR,AddDelta,0.5,100000,6,36.62
7120,EAR,MissingValueNumeric,0.75,10000,8,4.794
7121,ENAR,MissingValueNumeric,0.1,100,6,0.018179999999999998
7122,ENAR,AddDelta,0.75,10000,10,3.278
7123,EAR,AddDelta,0.75,100000,4,36.928
7124,EAR,AddDelta,0.25,1000,4,0.29835199999999995
7125,EAR,MissingValueNumeric,0.75,100000,8,47.131
7126,ENAR,MissingValueNumeric,0.1,100000,8,19.729
7127,ECAR,MissingValueNumeric,0.75,100,4,0.009141
7128,ECAR,AddDelta,0.75,100,2,0.008688000000000001
7129,EAR,MissingValueNumeric,0.25,1000000,4,265.295
7130,EAR,MissingValueNumeric,0.1,10000,10,3.925
7131,ECAR,AddDelta,0.75,10000,10,2.093
7132,EAR,MissingValueNumeric,0.9,1000,2,0.326336
7133,ECAR,AddDelta,0.75,100000,10,19.324
7134,EAR,AddDelta,0.1,1000000,8,348.895
7135,ECAR,MissingValueNumeric,0.1,1000,2,0.069688
7136,ECAR,MissingValueNumeric,0.75,1000,2,0.117703
7137,EAR,AddDelta,0.25,10000,10,4.438
7138,ECAR,AddDelta,0.5,1000,6,0.15590600000000002
7139,ENAR,AddDelta,0.1,100000,10,23.067
7140,EAR,AddDelta,0.1,1000000,4,250.476
7141,ENAR,MissingValueNumeric,0.1,1000,2,0.149961
7142,EAR,MissingValueNumeric,0.9,100000,10,58.034
7143,ENAR,AddDelta,0.5,100,2,0.017460999999999997
7144,ENAR,AddDelta,0.75,1000000,2,254.054
7145,ENAR,MissingValueNumeric,0.1,1000,8,0.202695
7146,ECAR,AddDelta,0.9,100,8,0.013359
7147,ECAR,MissingValueNumeric,0.9,10000,8,1.843
7148,ECAR,AddDelta,0.25,1000000,2,97.167
7149,ENAR,MissingValueNumeric,0.9,10000,4,2.79
7150,ECAR,MissingValueNumeric,0.9,1000000,6,147.664
7151,ECAR,AddDelta,0.25,1000000,4,114.334
7152,ENAR,MissingValueNumeric,0.1,100,10,0.021617
7153,ECAR,MissingValueNumeric,0.1,1000000,10,141.751
7154,EAR,MissingValueNumeric,0.9,1000000,6,464.221
7155,ENAR,MissingValueNumeric,0.1,10000,10,2.2
7156,ENAR,AddDelta,0.9,10000,2,2.782
7157,EAR,AddDelta,0.1,100000,2,20.026
7158,ENAR,AddDelta,0.9,100,6,0.020602
7159,EAR,MissingValueNumeric,0.9,10000,4,3.859
7160,ENAR,AddDelta,0.25,100000,2,17.933
7161,ENAR,AddDelta,0.9,100000,10,33.299
7162,ENAR,AddDelta,0.9,100,2,0.017477
7163,EAR,AddDelta,0.5,100,4,0.031945
7164,ENAR,MissingValueNumeric,0.1,100000,10,21.445
7165,EAR,MissingValueNumeric,0.9,100000,8,51.892
7166,ECAR,AddDelta,0.5,1000000,6,143.659
7167,ENAR,AddDelta,0.5,1000000,4,235.565
7168,ECAR,AddDelta,0.25,10000,4,1.184
7169,EAR,MissingValueNumeric,0.9,1000,6,0.45121100000000003
7170,ECAR,AddDelta,0.9,100,4,0.010266
7171,EAR,MissingValueNumeric,0.1,1000000,10,381.892
7172,EAR,AddDelta,0.5,100,6,0.037461
7173,EAR,MissingValueNumeric,0.5,10000,6,3.725
7174,ECAR,AddDelta,0.5,1000000,6,143.659
7175,ECAR,AddDelta,0.1,100,4,0.009266
7176,EAR,MissingValueNumeric,0.75,10000,10,5.386
7177,ENAR,AddDelta,0.1,1000,6,0.20083600000000001
7178,ENAR,AddDelta,0.5,100,8,0.021929999999999998
7179,ECAR,AddDelta,0.1,100,4,0.009266
7180,EAR,MissingValueNumeric,0.25,100,8,0.040906
7181,ENAR,AddDelta,0.5,1000000,8,269.897
7182,ENAR,AddDelta,0.75,1000,10,0.32818
7183,EAR,MissingValueNumeric,0.9,1000000,4,402.805
7184,ENAR,MissingValueNumeric,0.9,10000,4,2.79
7185,ECAR,AddDelta,0.9,10000,10,2.178
7186,ECAR,AddDelta,0.25,10000,6,1.355
7187,ENAR,AddDelta,0.25,1000,4,0.212945
7188,ECAR,MissingValueNumeric,0.9,1000000,10,181.996
7189,ENAR,AddDelta,0.9,100,10,0.023727
7190,ECAR,MissingValueNumeric,0.1,10000,6,1.08
7191,EAR,AddDelta,0.5,10000,2,2.78
7192,ENAR,MissingValueNumeric,0.1,100,4,0.017617
7193,ENAR,MissingValueNumeric,0.25,100,4,0.016734000000000002
7194,ECAR,AddDelta,0.1,100,2,0.0076879999999999995
7195,ENAR,MissingValueNumeric,0.9,100,2,0.017383
7196,ECAR,MissingValueNumeric,0.25,10000,4,1.021
7197,ENAR,AddDelta,0.25,10000,10,2.586
7198,ECAR,AddDelta,0.75,1000000,10,190.629
7199,ECAR,MissingValueNumeric,0.25,10000,4,1.021
7200,EAR,AddDelta,0.75,100,10,0.051828000000000006
7201,ENAR,MissingValueNumeric,0.5,100,8,0.020835999999999997
7202,ENAR,AddDelta,0.9,10000,8,3.297
7203,ENAR,AddDelta,0.75,100000,4,26.418
7204,ECAR,MissingValueNumeric,0.9,100,2,0.0075780000000000005
7205,ECAR,AddDelta,0.9,1000,8,0.203359
7206,EAR,MissingValueNumeric,0.5,1000000,4,317.296
7207,ENAR,MissingValueNumeric,0.5,100,10,0.021617
7208,EAR,AddDelta,0.5,1000,4,0.33936700000000003
7209,ECAR,MissingValueNumeric,0.9,1000,2,0.134906
7210,ECAR,AddDelta,0.75,10000,4,1.578
7211,ENAR,MissingValueNumeric,0.25,10000,10,2.423
7212,ENAR,AddDelta,0.75,1000000,2,254.054
7213,ECAR,MissingValueNumeric,0.5,100,2,0.0065780000000000005
7214,EAR,MissingValueNumeric,0.1,10000,6,2.941
7215,ECAR,MissingValueNumeric,0.5,1000000,2,93.113
7216,ENAR,MissingValueNumeric,0.75,10000,8,2.943
7217,ENAR,AddDelta,0.1,10000,6,2.019
7218,ENAR,AddDelta,0.5,100000,4,22.533
7219,EAR,AddDelta,0.75,1000,4,0.38038299999999997
7220,ENAR,AddDelta,0.9,100,4,0.019039
7221,ENAR,MissingValueNumeric,0.5,10000,6,2.426
7222,ENAR,MissingValueNumeric,0.5,100,10,0.021617
7223,EAR,AddDelta,0.25,100000,6,32.4
7224,ECAR,AddDelta,0.5,100000,8,16.296
7225,ENAR,MissingValueNumeric,0.9,1000,10,0.33121100000000003
7226,EAR,MissingValueNumeric,0.5,1000000,4,317.295
7227,ECAR,AddDelta,0.25,100000,10,16.701
7228,ENAR,AddDelta,0.5,1000,6,0.26177300000000003
7229,EAR,MissingValueNumeric,0.75,1000,2,0.30307
7230,ENAR,MissingValueNumeric,0.5,100000,6,22.628
7231,ECAR,AddDelta,0.9,100000,8,18.394
7232,EAR,AddDelta,0.5,100000,2,25.557
7233,ECAR,AddDelta,0.25,1000000,6,131.501
7234,EAR,AddDelta,0.1,100000,2,20.027
7235,ENAR,MissingValueNumeric,0.1,1000,4,0.167539
7236,ECAR,MissingValueNumeric,0.1,1000,6,0.10484399999999999
7237,EAR,MissingValueNumeric,0.9,100000,8,51.892
7238,ECAR,MissingValueNumeric,0.75,1000,6,0.15285900000000002
7239,ECAR,AddDelta,0.1,100000,4,10.765
7240,EAR,MissingValueNumeric,0.1,100,2,0.024242
7241,ECAR,MissingValueNumeric,0.1,100000,6,10.859
7242,ECAR,AddDelta,0.1,1000,10,0.156719
7243,ECAR,MissingValueNumeric,0.75,100,6,0.010702999999999999
7244,ENAR,AddDelta,0.25,1000,10,0.26568
7245,ECAR,MissingValueNumeric,0.25,1000000,10,149.618
7246,ECAR,AddDelta,0.75,1000000,10,190.627
7247,ENAR,AddDelta,0.1,100,6,0.019273
7248,ECAR,AddDelta,0.75,100,10,0.015922000000000002
7249,ENAR,AddDelta,0.25,100,4,0.018828
7250,ECAR,AddDelta,0.25,100000,6,13.268
7251,ENAR,MissingValueNumeric,0.75,100,2,0.016156
7252,ENAR,MissingValueNumeric,0.9,1000000,4,274.601
7253,ENAR,AddDelta,0.9,1000000,10,343.313
7254,EAR,MissingValueNumeric,0.1,10000,8,3.433
7255,EAR,MissingValueNumeric,0.75,100000,4,35.305
7256,ENAR,MissingValueNumeric,0.1,1000000,6,178.744
7257,ENAR,AddDelta,0.1,100000,8,21.351
7258,ENAR,AddDelta,0.5,100000,2,21.817
7259,EAR,AddDelta,0.75,1000000,2,327.574
7260,ENAR,MissingValueNumeric,0.75,1000000,6,271.173
7261,ENAR,MissingValueNumeric,0.5,1000,10,0.280211
7262,ECAR,AddDelta,0.75,100000,8,17.607
7263,EAR,MissingValueNumeric,0.1,1000,8,0.346961
7264,ENAR,AddDelta,0.1,1000,4,0.183258
7265,ECAR,AddDelta,0.5,10000,4,1.365
7266,ECAR,MissingValueNumeric,0.5,100,10,0.012827999999999999
7267,ECAR,MissingValueNumeric,0.1,1000000,2,73.086
7268,EAR,AddDelta,0.1,1000000,10,398.105
7269,EAR,MissingValueNumeric,0.25,100000,6,30.778
7270,ENAR,AddDelta,0.5,1000,6,0.26177300000000003
7271,ENAR,AddDelta,0.75,100,6,0.020960999999999997
7272,ENAR,AddDelta,0.1,100,8,0.021617
7273,EAR,MissingValueNumeric,0.25,10000,8,3.759
7274,EAR,AddDelta,0.25,1000000,4,281.507
7275,EAR,MissingValueNumeric,0.75,1000,10,0.5454450000000001
7276,ENAR,MissingValueNumeric,0.5,1000000,2,201.184
7277,ECAR,MissingValueNumeric,0.75,1000,8,0.17043799999999998
7278,ECAR,AddDelta,0.75,100000,8,17.607
7279,EAR,MissingValueNumeric,0.75,10000,2,3.02
7280,ENAR,AddDelta,0.75,1000,2,0.257867
7281,EAR,AddDelta,0.5,10000,6,3.887
7282,EAR,AddDelta,0.5,1000000,6,388.822
7283,EAR,MissingValueNumeric,0.5,10000,4,3.17
7284,ENAR,MissingValueNumeric,0.9,100,10,0.022633
7285,EAR,MissingValueNumeric,0.1,100000,6,28.246
7286,ECAR,MissingValueNumeric,0.75,100000,8,15.985
7287,ECAR,AddDelta,0.5,1000000,6,143.659
7288,ECAR,MissingValueNumeric,0.75,10000,10,1.93
7289,EAR,AddDelta,0.75,1000000,10,564.085
7290,EAR,MissingValueNumeric,0.75,10000,6,4.203
7291,ENAR,AddDelta,0.9,1000000,6,308.981
7292,ENAR,AddDelta,0.1,1000,8,0.218414
7293,ENAR,MissingValueNumeric,0.5,1000000,8,252.684
7294,ECAR,AddDelta,0.75,100,4,0.010266
7295,EAR,AddDelta,0.9,100,10,0.053336
7296,EAR,AddDelta,0.9,100,6,0.041055
7297,EAR,AddDelta,0.1,1000000,8,348.895
7298,ENAR,MissingValueNumeric,0.1,100,8,0.020523
7299,ENAR,AddDelta,0.5,100,4,0.018414
7300,ECAR,AddDelta,0.1,1000000,6,123.632
7301,EAR,AddDelta,0.9,10000,4,4.023
7302,EAR,MissingValueNumeric,0.25,100000,8,35.928
7303,ECAR,MissingValueNumeric,0.75,100000,10,17.701
7304,ECAR,MissingValueNumeric,0.5,100000,10,16.39
7305,EAR,MissingValueNumeric,0.9,100,10,0.052242
